Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
2,91,0.5,90,overcast,987.3,1,Winter,4,mountain,Snowy
15,98,19.5,57,overcast,992.42,3,Autumn,4.5,mountain,Rainy
29,89,17.5,93,overcast,991.2,1,Summer,1,inland,Rainy
17,63,4.5,44,partly cloudy,1008.97,3,Spring,6.5,coastal,Cloudy
20,69,13.5,34,partly cloudy,1014.07,4,Summer,5.5,inland,Cloudy
-3,99,6.5,63,overcast,984.05,1,Winter,3.5,inland,Snowy
16,64,8.5,66,partly cloudy,1004.06,2,Winter,1.5,coastal,Rainy
-10,82,7,54,overcast,991.64,0,Winter,3,inland,Snowy
25,76,11,15,partly cloudy,1005.82,2,Autumn,8.5,inland,Cloudy
25,75,15,52,overcast,996.91,1,Summer,1,mountain,Rainy
17,76,18,69,overcast,1002.89,2,Autumn,2.5,mountain,Rainy
0,66,17,72,overcast,986.7,0,Winter,4,inland,Snowy
17,71,3,74,partly cloudy,1011.53,13,Autumn,6,mountain,Cloudy
3,67,15,96,partly cloudy,984.37,0,Winter,5,mountain,Snowy
-9,65,14,82,overcast,997.52,0,Winter,2.5,mountain,Snowy
20,62,6,1,clear,1025.1,7,Autumn,10,coastal,Sunny
24,69,2.5,18,clear,1014.69,5,Summer,8,mountain,Sunny
2,97,11.5,77,overcast,997.6,1,Winter,3.5,inland,Snowy
-15,102,30,73,overcast,980.17,11,Winter,3,inland,Snowy
-6,68,4.5,71,overcast,985.11,0,Winter,2.5,inland,Snowy
29,87,10,50,partly cloudy,1012.33,1,Spring,1,coastal,Rainy
25,71,9,46,overcast,1006.79,1,Autumn,6.5,coastal,Cloudy
40,64,6,15,partly cloudy,1026.58,7,Winter,5,inland,Sunny
41,25,4.5,2,partly cloudy,1014.63,6,Spring,7,inland,Sunny
12,82,1,75,partly cloudy,1016.91,14,Summer,9,inland,Cloudy
23,54,14.5,30,partly cloudy,1009.47,3,Summer,6,inland,Cloudy
27,71,12,38,partly cloudy,1015.5,2,Summer,6,mountain,Cloudy
-5,88,9.5,94,overcast,993.21,1,Winter,1.5,inland,Snowy
23,91,15,69,overcast,1019.6,1,Winter,4.5,inland,Rainy
23,62,8.5,3,partly cloudy,1029.62,5,Summer,8,mountain,Sunny
14,66,10.5,17,overcast,1004.04,2,Autumn,5.5,coastal,Cloudy
30,85,11,97,overcast,997.46,1,Summer,4,coastal,Rainy
20,73,11,24,partly cloudy,1006.2,3,Summer,8.5,inland,Cloudy
31,54,3.5,4,clear,1024.1,8,Autumn,5,mountain,Sunny
20,39,3.5,5,clear,1024.56,11,Autumn,9,inland,Sunny
19,71,35,76,overcast,998.78,6,Spring,1,inland,Rainy
13,54,8,16,partly cloudy,1015.25,2,Spring,5.5,coastal,Cloudy
28,55,10,37,overcast,1018.12,1,Autumn,8.5,coastal,Cloudy
32,61,10.5,44,partly cloudy,1003.43,4,Winter,8,mountain,Cloudy
62,94,15,91,clear,1012.56,12,Spring,4,inland,Sunny
44,70,13,95,cloudy,1078.6,13,Autumn,5.5,mountain,Cloudy
24,30,9.5,5,partly cloudy,1022.28,11,Spring,8.5,mountain,Sunny
11,84,20,80,overcast,1015.1,0,Summer,2,mountain,Rainy
-5,63,9.5,87,overcast,998.67,1,Winter,2,mountain,Snowy
16,56,14.5,23,overcast,1015.28,3,Winter,8.5,inland,Cloudy
30,77,15,93,overcast,1005.72,0,Autumn,3,coastal,Rainy
13,80,15.5,94,overcast,1015.59,2,Spring,5,coastal,Rainy
22,82,6,58,partly cloudy,993,3,Summer,3.5,inland,Rainy
24,20,8.5,3,clear,1011.76,10,Winter,7.5,mountain,Sunny
23,69,2.5,13,clear,1024.71,10,Summer,6.5,coastal,Sunny
23,59,2,43,partly cloudy,1012.12,3,Winter,6,mountain,Cloudy
33,79,9,57,overcast,996.99,3,Winter,1.5,mountain,Rainy
29,52,4,1,clear,1024.4,9,Spring,5.5,mountain,Sunny
36,54,3.5,10,clear,1021.7,6,Spring,7.5,coastal,Sunny
-5,91,19,74,overcast,987.54,0,Winter,2,mountain,Snowy
33,40,6.5,4,clear,1029.09,9,Autumn,9,mountain,Sunny
12,97,13,94,partly cloudy,991.75,1,Winter,4.5,coastal,Rainy
-8,78,10,93,overcast,998.63,1,Winter,1.5,inland,Snowy
35,52,0.5,13,partly cloudy,1012.64,6,Summer,8.5,coastal,Sunny
2,66,0.5,55,overcast,982.71,0,Winter,4.5,inland,Snowy
32,84,12,75,partly cloudy,996.03,3,Summer,3.5,inland,Rainy
16,97,25.5,91,partly cloudy,1014.79,5,Winter,9.5,coastal,Cloudy
3,91,3,60,overcast,993.24,0,Winter,5,inland,Snowy
-6,76,10.5,74,cloudy,1125.2,7,Summer,5,coastal,Sunny
34,89,12,62,partly cloudy,1013.2,1,Spring,2.5,inland,Rainy
25,76,15,63,overcast,998.3,3,Autumn,5,coastal,Rainy
25,27,7,13,clear,1018.28,6,Autumn,6.5,mountain,Sunny
49,46,11,96,overcast,1054.74,13,Autumn,8,mountain,Cloudy
10,100,27.5,89,partly cloudy,1017.92,7,Autumn,7,mountain,Cloudy
29,79,16,80,partly cloudy,1002.95,1,Spring,4,coastal,Rainy
28,39,9.5,8,partly cloudy,1012.35,11,Winter,5.5,inland,Sunny
-4,63,4,99,overcast,986.44,1,Winter,4,inland,Snowy
-5,84,5,88,overcast,988.42,0,Winter,2,inland,Snowy
33,81,6.5,83,overcast,1009.47,3,Spring,1.5,coastal,Rainy
53,84,7.5,74,clear,1017.74,9,Autumn,6.5,inland,Sunny
29,78,10,41,overcast,1009.31,4,Spring,8,coastal,Cloudy
17,78,12.5,86,partly cloudy,1015.67,0,Summer,2.5,inland,Rainy
33,45,9.5,13,clear,1015.1,9,Spring,5.5,inland,Sunny
-2,99,8,58,overcast,997.73,1,Winter,4.5,inland,Snowy
29,40,0.5,93,cloudy,923.14,10,Autumn,1,inland,Cloudy
13,103,15.5,93,partly cloudy,1009.3,3,Autumn,9.5,mountain,Cloudy
31,68,13,20,partly cloudy,1016.34,4,Winter,5.5,inland,Cloudy
80,78,5,71,clear,1024.59,2,Autumn,1.5,coastal,Sunny
31,29,1.5,0,clear,1016.41,10,Spring,5,mountain,Sunny
15,76,7,12,overcast,1008.21,2,Summer,7.5,mountain,Cloudy
40,53,4.5,67,partly cloudy,1143.82,11,Summer,10.5,coastal,Sunny
13,70,10.5,10,overcast,1017.67,4,Winter,7.5,inland,Cloudy
2,63,17,96,overcast,995.86,1,Winter,2,inland,Snowy
19,102,10.5,109,clear,1016.96,12,Winter,11,inland,Sunny
23,81,16.5,72,overcast,993.53,0,Autumn,1.5,inland,Rainy
48,38,7.5,20,cloudy,1098.43,3,Spring,10.5,coastal,Cloudy
42,23,1,8,clear,1015.73,7,Winter,5.5,inland,Sunny
-11,73,9,35,overcast,1135.81,12,Spring,2,coastal,Rainy
8,87,11,103,overcast,991.82,4,Winter,1.5,mountain,Snowy
26,67,12,33,overcast,1008.86,2,Winter,8,inland,Cloudy
18,77,5.5,84,cloudy,978.17,8,Spring,0.5,coastal,Rainy
21,56,8.5,18,partly cloudy,1015.83,4,Winter,6.5,coastal,Cloudy
10,66,13,52,overcast,991.27,3,Autumn,2.5,mountain,Rainy
23,80,10,68,overcast,1016.21,3,Autumn,3.5,mountain,Rainy
-8,77,0,62,overcast,990.86,0,Winter,4.5,inland,Snowy
29,104,16,95,partly cloudy,1008.7,8,Summer,7.5,inland,Cloudy
28,70,9.5,95,overcast,1019.02,2,Spring,1.5,mountain,Rainy
-2,83,17,76,overcast,980.15,1,Winter,2.5,mountain,Snowy
25,33,1.5,19,clear,1015.54,5,Winter,9,inland,Sunny
26,20,2.5,19,clear,1022.55,5,Winter,7.5,mountain,Sunny
14,73,18,95,partly cloudy,1011.2,2,Winter,3.5,inland,Rainy
23,84,10.5,92,clear,1014.03,14,Summer,7,mountain,Sunny
11,84,6,58,partly cloudy,996.34,2,Winter,1.5,coastal,Rainy
-10,70,17,67,overcast,993.83,1,Winter,2.5,inland,Snowy
22,73,7.5,47,overcast,1007.21,4,Spring,8.5,mountain,Cloudy
14,59,10.5,36,partly cloudy,1007.53,1,Autumn,8.5,coastal,Cloudy
4,61,4,89,overcast,988.98,1,Winter,2.5,inland,Snowy
-8,85,20,54,overcast,989.31,0,Winter,3,inland,Snowy
5,105,12.5,88,overcast,980.92,1,Winter,3.5,mountain,Snowy
23,69,8,70,overcast,1015.23,1,Summer,4.5,inland,Rainy
30,70,3.5,37,partly cloudy,1003.45,2,Spring,8,inland,Cloudy
11,74,9.5,51,overcast,1005.64,1,Autumn,4,mountain,Rainy
23,89,40.5,70,overcast,1012.12,0,Summer,3.5,inland,Rainy
4,71,9.5,20,partly cloudy,842.79,3,Spring,16.5,mountain,Snowy
34,24,1.5,5,clear,1023.3,11,Winter,6.5,coastal,Sunny
31,75,19.5,81,partly cloudy,994.82,1,Spring,1.5,inland,Rainy
42,96,19.5,73,partly cloudy,1001.14,5,Autumn,1.5,coastal,Cloudy
28,93,12,59,overcast,1009.69,3,Winter,2.5,coastal,Rainy
-6,87,15,96,overcast,980.75,1,Winter,1.5,mountain,Snowy
15,53,4.5,13,partly cloudy,1008.33,2,Autumn,9,coastal,Cloudy
26,64,2,1,partly cloudy,1029.82,10,Winter,7.5,inland,Sunny
-5,72,7.5,96,overcast,981.36,0,Winter,3.5,mountain,Snowy
32,41,2,1,clear,1025.08,5,Winter,7,inland,Sunny
13,83,15,54,partly cloudy,993.63,0,Autumn,2.5,mountain,Rainy
32,61,8.5,16,clear,1018.38,8,Winter,7,mountain,Sunny
22,26,7,17,partly cloudy,1014.24,9,Winter,8,mountain,Sunny
-3,74,6.5,73,overcast,991.37,1,Winter,4,mountain,Snowy
24,58,2,11,clear,1024.96,6,Summer,6.5,inland,Sunny
10,26,14,73,cloudy,876.24,10,Summer,0.5,coastal,Snowy
81,75,0.5,89,clear,1018.76,13,Autumn,9,mountain,Sunny
-1,74,16.5,71,overcast,998.2,0,Winter,3.5,inland,Snowy
-2,84,0.5,86,overcast,994.85,0,Winter,4,inland,Snowy
109,89,3,96,clear,1012.84,13,Spring,7.5,inland,Sunny
2,88,17.5,93,overcast,998.72,1,Winter,4.5,inland,Snowy
17,61,9.5,45,overcast,1019.92,3,Winter,5.5,coastal,Cloudy
30,28,0.5,11,clear,1013.24,11,Summer,8,coastal,Sunny
17,63,7.5,75,partly cloudy,1016.8,0,Autumn,3,inland,Rainy
33,77,17,54,partly cloudy,1009.03,3,Summer,2,coastal,Rainy
21,108,2,84,partly cloudy,1010.85,2,Summer,3,inland,Cloudy
22,58,9,22,overcast,1004.77,3,Spring,7.5,coastal,Cloudy
67,89,11,97,overcast,1014.23,2,Summer,1,mountain,Rainy
-4,62,12,82,overcast,987.15,0,Winter,2,mountain,Snowy
41,75,6.5,92,overcast,1026.83,1,Autumn,16.5,mountain,Snowy
44,63,1,2,clear,1023.58,9,Summer,6.5,mountain,Sunny
-1,93,17,75,overcast,981.06,0,Winter,4.5,inland,Snowy
13,97,19,86,overcast,1015.89,1,Summer,4.5,mountain,Rainy
-7,97,11.5,91,overcast,995.81,1,Winter,2,inland,Snowy
25,96,14.5,71,overcast,993.5,2,Summer,3.5,coastal,Rainy
38,23,0.5,9,clear,1010.87,10,Summer,7.5,inland,Sunny
18,45,13.5,25,overcast,1003.41,6,Spring,11,mountain,Cloudy
30,37,7.5,1,clear,1011.99,9,Spring,9.5,mountain,Sunny
39,56,8.5,6,clear,1018.15,10,Autumn,6.5,mountain,Sunny
-8,79,20,96,overcast,993.02,1,Winter,3,mountain,Snowy
22,64,1,17,partly cloudy,1021.27,10,Summer,8.5,coastal,Sunny
-8,75,1,93,overcast,984.39,0,Winter,4,mountain,Snowy
11,79,6.5,41,partly cloudy,1017.28,3,Spring,7.5,inland,Cloudy
14,64,3,46,partly cloudy,1006.65,4,Winter,8.5,mountain,Cloudy
28,96,7.5,90,overcast,993.7,0,Winter,3,coastal,Rainy
-3,79,5,66,partly cloudy,985.97,0,Winter,2.5,mountain,Snowy
44,28,9.5,5,clear,1019.16,11,Winter,6.5,inland,Sunny
-9,84,4.5,83,overcast,981.93,0,Winter,3.5,inland,Snowy
-3,96,1.5,73,overcast,999.89,1,Winter,2.5,inland,Snowy
36,33,9,0,clear,1025.49,11,Spring,5.5,coastal,Sunny
36,64,8,97,cloudy,1003.7,5,Spring,16.5,coastal,Snowy
-6,65,11.5,87,overcast,990.95,1,Winter,4,inland,Snowy
9,89,10,101,partly cloudy,1008.21,0,Spring,3,coastal,Rainy
35,67,9,0,clear,1019,8,Summer,5,mountain,Sunny
-8,87,13,73,overcast,993.08,0,Winter,3.5,mountain,Snowy
0,81,1.5,96,overcast,983.5,1,Winter,1.5,inland,Snowy
27,36,6.5,8,clear,1023.87,7,Autumn,9,mountain,Sunny
31,56,6.5,3,clear,1014.66,10,Summer,5,coastal,Sunny
33,87,11,98,partly cloudy,1025.58,9,Autumn,10.5,mountain,Sunny
18,53,5,34,partly cloudy,1012.92,4,Summer,5.5,mountain,Cloudy
2,69,9,57,overcast,992.48,0,Winter,1.5,inland,Snowy
20,69,4,29,overcast,1002.96,1,Spring,8,mountain,Cloudy
19,81,17,51,partly cloudy,1012.59,1,Summer,3.5,inland,Rainy
31,57,5,7,clear,1018.43,11,Spring,6,mountain,Sunny
-1,65,15.5,64,overcast,981.2,1,Winter,1.5,mountain,Snowy
3,91,7,98,partly cloudy,996.67,1,Winter,5.5,inland,Snowy
2,67,2.5,59,overcast,981.44,0,Winter,2,mountain,Snowy
-7,73,22,77,overcast,985.01,13,Winter,2,inland,Snowy
13,108,10,103,partly cloudy,1002.59,14,Winter,5,mountain,Cloudy
26,84,8,67,overcast,1013.61,1,Winter,3.5,mountain,Rainy
33,67,2.5,15,clear,1012,6,Autumn,6,mountain,Sunny
27,95,7.5,71,overcast,1019.71,3,Winter,1.5,inland,Rainy
68,72,34.5,78,overcast,993.38,10,Summer,0.5,inland,Rainy
-3,95,19,58,overcast,995.99,0,Winter,3.5,inland,Snowy
0,97,14,91,partly cloudy,996.84,1,Winter,5,inland,Snowy
21,56,11,47,partly cloudy,1019.17,4,Spring,8,inland,Cloudy
30,76,11.5,78,overcast,999.46,2,Summer,5,coastal,Rainy
21,66,9.5,48,partly cloudy,1011.46,4,Winter,9,coastal,Cloudy
43,44,7,10,partly cloudy,1022.93,11,Spring,6.5,inland,Sunny
31,88,15,51,overcast,995.1,3,Spring,1.5,inland,Rainy
58,72,5,89,partly cloudy,1016.22,13,Summer,1,inland,Cloudy
15,73,10.5,71,overcast,994.31,3,Winter,4.5,coastal,Rainy
21,62,4,39,overcast,1018.4,4,Spring,6,coastal,Cloudy
38,31,5,13,clear,1021.29,9,Winter,10,inland,Sunny
32,47,7,8,partly cloudy,1016.25,6,Summer,8.5,mountain,Sunny
-1,81,7,59,overcast,984.68,1,Winter,1,inland,Snowy
13,67,5,37,overcast,1003.11,3,Spring,6.5,mountain,Cloudy
-6,62,17.5,94,overcast,990.21,0,Winter,2,inland,Snowy
24,65,7,1,clear,1023.26,7,Autumn,8,inland,Sunny
63,72,13.5,80,overcast,998.96,14,Autumn,0.5,mountain,Rainy
25,58,13,36,partly cloudy,1011.99,4,Autumn,5.5,inland,Cloudy
24,36,8.5,4,clear,1015.99,9,Spring,7,coastal,Sunny
11,99,17,71,overcast,1003.74,3,Summer,1,inland,Rainy
17,96,8,87,overcast,1015.92,3,Winter,2.5,inland,Rainy
14,73,7.5,22,overcast,1018.98,2,Spring,7,coastal,Cloudy
29,59,7.5,25,overcast,1018.43,1,Autumn,6,mountain,Cloudy
18,83,10,75,partly cloudy,1004.75,2,Spring,4,inland,Rainy
18,74,7.5,77,partly cloudy,1000.15,0,Autumn,2,coastal,Cloudy
21,51,3.5,36,overcast,1005.74,3,Winter,7,mountain,Cloudy
32,82,11,53,partly cloudy,1008.54,2,Winter,1.5,mountain,Rainy
11,65,6,76,partly cloudy,1001.26,0,Autumn,4.5,mountain,Rainy
33,51,3,0,clear,1018.89,8,Winter,7.5,mountain,Sunny
43,48,7.5,5,clear,1019.42,10,Spring,7,coastal,Sunny
3,95,6,65,overcast,988.23,1,Winter,3.5,mountain,Snowy
2,86,8.5,80,overcast,986.25,0,Winter,4,mountain,Snowy
32,94,10,71,overcast,1009.11,2,Summer,1,mountain,Rainy
36,35,4.5,6,clear,1014.81,9,Winter,7,inland,Sunny
32,91,12,80,overcast,1008.04,2,Winter,2,inland,Rainy
42,59,6.5,5,clear,1020.51,9,Spring,6,inland,Sunny
37,31,8.5,5,clear,1019.25,9,Autumn,10,mountain,Sunny
28,69,5.5,71,overcast,998.95,1,Spring,3,inland,Rainy
-7,75,1.5,90,overcast,997.69,1,Winter,5,inland,Snowy
15,87,10.5,51,partly cloudy,1013.42,3,Autumn,4,inland,Rainy
37,26,10,5,clear,1029.93,6,Autumn,5.5,mountain,Sunny
-2,91,8,78,partly cloudy,998.92,1,Winter,4,mountain,Snowy
49,72,24.5,75,partly cloudy,1012.66,0,Winter,6,coastal,Cloudy
23,62,5,18,clear,1016.46,8,Winter,6.5,coastal,Sunny
34,31,0.5,10,clear,1013.2,8,Summer,7.5,inland,Sunny
27,43,7.5,5,clear,1011.64,8,Summer,8,coastal,Sunny
26,86,19.5,99,overcast,1003.94,1,Summer,3,coastal,Rainy
34,84,27,89,overcast,1016.01,10,Autumn,0.5,inland,Rainy
24,89,18.5,63,overcast,1017.78,3,Winter,3.5,coastal,Rainy
-2,71,12,97,partly cloudy,990.29,1,Winter,3,inland,Snowy
10,93,19.5,70,partly cloudy,1006.59,2,Summer,2.5,inland,Rainy
34,81,6,83,partly cloudy,993.88,0,Summer,2.5,mountain,Rainy
41,79,14,17,overcast,959.01,14,Summer,1,mountain,Rainy
51,92,14,79,clear,1017.62,1,Winter,8,inland,Sunny
-9,85,17.5,83,overcast,998.83,1,Winter,3,inland,Snowy
27,79,16.5,84,overcast,1011.66,3,Summer,3,mountain,Rainy
-5,77,6,63,overcast,985.51,0,Winter,4.5,inland,Snowy
42,49,1,6,clear,1021.95,10,Spring,8,inland,Sunny
25,104,8,98,overcast,1007.38,13,Winter,6,inland,Rainy
27,98,17.5,76,partly cloudy,1019.41,3,Winter,4,coastal,Rainy
0,63,6,51,overcast,985.91,1,Winter,2.5,mountain,Snowy
21,100,16,94,partly cloudy,1012.87,11,Spring,7,inland,Cloudy
11,36,12,73,cloudy,1038.85,9,Autumn,15,coastal,Rainy
-6,30,6,50,cloudy,1026.11,6,Summer,2,mountain,Rainy
34,87,17.5,77,overcast,999.71,1,Winter,2,mountain,Rainy
19,83,18.5,56,partly cloudy,991.04,2,Autumn,4.5,mountain,Rainy
0,98,2.5,55,overcast,984.3,1,Winter,3,inland,Snowy
10,91,11,99,overcast,996.03,0,Winter,4,inland,Rainy
11,74,8,74,partly cloudy,1003.32,12,Summer,10,mountain,Cloudy
-17,74,8.5,80,overcast,1133.14,1,Autumn,10.5,coastal,Snowy
2,88,14,96,overcast,984.93,0,Winter,4.5,mountain,Snowy
-8,78,13,98,partly cloudy,997.98,1,Winter,1.5,mountain,Snowy
-2,92,5,78,overcast,984.89,0,Winter,1.5,mountain,Snowy
-10,65,5.5,88,overcast,987.23,1,Winter,1.5,mountain,Snowy
30,51,8,8,partly cloudy,1021.17,9,Autumn,8.5,coastal,Sunny
20,57,12.5,13,partly cloudy,1001.85,2,Spring,6,coastal,Cloudy
24,42,5,3,partly cloudy,1013.99,10,Winter,5,coastal,Sunny
22,38,9.5,15,clear,1029.06,6,Spring,9.5,inland,Sunny
19,36,6.5,53,overcast,828.87,7,Spring,5,coastal,Rainy
-19,27,5.5,66,partly cloudy,929.72,9,Spring,14.5,inland,Cloudy
16,58,9.5,13,partly cloudy,1003.09,2,Autumn,8.5,coastal,Cloudy
33,57,4,14,clear,1020.51,10,Summer,9.5,coastal,Sunny
4,72,16.5,60,overcast,987.84,1,Winter,4,mountain,Snowy
-1,92,16,83,partly cloudy,993.62,0,Winter,3.5,inland,Snowy
30,61,6,57,overcast,1011.68,3,Winter,1.5,inland,Rainy
23,64,3,43,overcast,1071.18,11,Spring,1,inland,Cloudy
29,27,6,12,clear,1014.81,11,Summer,8,coastal,Sunny
12,90,18.5,85,overcast,1000.61,0,Spring,3.5,inland,Rainy
28,40,1.5,3,clear,1026.78,11,Summer,6,coastal,Sunny
23,36,4.5,19,clear,1016.75,11,Summer,7,coastal,Sunny
18,91,16,56,overcast,1002.86,1,Spring,2,coastal,Rainy
35,101,22.5,98,overcast,1003.58,12,Winter,4.5,coastal,Cloudy
27,40,9,13,clear,1027.63,6,Winter,7,coastal,Sunny
19,78,10.5,16,partly cloudy,1018.01,3,Winter,5,inland,Cloudy
22,89,6.5,75,overcast,1018.98,2,Summer,3.5,inland,Rainy
45,48,11.5,94,overcast,1158.82,4,Summer,16,mountain,Cloudy
24,54,2.5,9,clear,1024.42,10,Winter,10,inland,Sunny
23,66,1.5,22,partly cloudy,1016.18,3,Summer,5.5,coastal,Cloudy
22,77,11.5,94,overcast,993.15,2,Summer,4.5,mountain,Rainy
21,55,5,30,overcast,1005.76,4,Spring,7.5,inland,Cloudy
31,77,16,90,overcast,998.94,0,Winter,4,inland,Rainy
27,64,5.5,20,overcast,1017.53,4,Spring,5,coastal,Cloudy
32,66,12.5,41,partly cloudy,1006.41,4,Autumn,8,coastal,Cloudy
14,104,24,95,partly cloudy,1019.35,3,Autumn,0.5,inland,Rainy
15,91,12.5,92,partly cloudy,1010.23,2,Summer,1.5,coastal,Rainy
24,94,9,86,overcast,1000.08,2,Summer,4.5,inland,Rainy
26,34,3.5,16,partly cloudy,1029.03,11,Winter,9,coastal,Sunny
35,31,2.5,4,clear,1019.67,5,Spring,7.5,inland,Sunny
14,93,12,59,partly cloudy,998.2,2,Spring,4.5,coastal,Rainy
-2,90,8,59,overcast,990.68,1,Winter,3.5,inland,Snowy
34,50,11.5,16,partly cloudy,1015.68,4,Spring,7,inland,Cloudy
-9,72,2.5,88,overcast,989.73,0,Winter,3,inland,Snowy
2,80,28,74,overcast,999.01,11,Winter,2.5,mountain,Snowy
31,61,17.5,60,partly cloudy,1003.05,3,Summer,5,mountain,Rainy
31,79,15,99,overcast,991.29,0,Winter,1.5,mountain,Rainy
-10,63,8,53,partly cloudy,987.04,0,Winter,1.5,mountain,Snowy
14,94,17,91,partly cloudy,993.4,0,Winter,3.5,coastal,Rainy
14,82,5,75,partly cloudy,992.03,3,Winter,3.5,coastal,Rainy
-8,65,3.5,94,overcast,991.52,0,Winter,3,mountain,Snowy
29,59,3.5,5,clear,1015.07,10,Winter,6.5,inland,Sunny
-4,72,9,78,overcast,988.9,1,Winter,4.5,mountain,Snowy
-4,94,9,74,overcast,989.91,0,Winter,3,mountain,Snowy
11,103,8,108,clear,1017.03,7,Summer,9,mountain,Sunny
36,61,7.5,15,partly cloudy,1014.28,10,Winter,8,coastal,Sunny
2,82,3,76,overcast,995.82,1,Winter,1,inland,Snowy
30,61,2.5,15,overcast,1005.65,3,Autumn,5.5,coastal,Cloudy
30,64,12.5,15,partly cloudy,1006.63,1,Autumn,7.5,inland,Cloudy
42,57,4.5,9,clear,1011.49,11,Autumn,8.5,mountain,Sunny
26,71,2.5,21,partly cloudy,1019.67,2,Spring,5.5,mountain,Cloudy
23,39,4.5,9,clear,1020,6,Winter,9.5,mountain,Sunny
13,22,12.5,48,cloudy,991.28,2,Spring,10,coastal,Cloudy
10,65,14,49,partly cloudy,1015.78,3,Spring,8.5,inland,Cloudy
21,87,7,73,overcast,994.83,1,Autumn,4.5,coastal,Rainy
13,69,11,80,overcast,1017.97,3,Autumn,3,mountain,Rainy
13,99,13,61,partly cloudy,991.35,0,Winter,3.5,coastal,Rainy
-1,93,14,63,overcast,997.11,0,Winter,1.5,mountain,Snowy
33,55,3.5,25,partly cloudy,1016.51,1,Summer,7,mountain,Cloudy
29,84,18,69,overcast,993.35,3,Summer,4.5,inland,Rainy
21,49,3.5,2,clear,1029.94,7,Autumn,8,coastal,Sunny
26,59,9.5,12,overcast,1003.17,2,Winter,7.5,inland,Cloudy
27,57,12,43,overcast,1014.85,3,Winter,8.5,coastal,Cloudy
26,91,11,80,partly cloudy,998.77,2,Winter,2.5,inland,Rainy
-3,89,44,109,overcast,985.01,12,Winter,5.5,inland,Snowy
29,62,2,38,overcast,1001.68,3,Spring,9,mountain,Cloudy
-5,74,17,87,overcast,985.08,0,Winter,3.5,mountain,Snowy
29,67,3,8,partly cloudy,1024.05,9,Winter,6,coastal,Sunny
30,99,14,96,overcast,1000.84,2,Summer,3,mountain,Rainy
21,70,5.5,18,partly cloudy,1004.33,4,Autumn,6,coastal,Cloudy
22,59,12,47,overcast,1009.42,3,Winter,8,inland,Cloudy
-1,95,17.5,70,partly cloudy,987.64,0,Winter,3,inland,Snowy
20,72,2.5,41,overcast,1010.15,1,Winter,6,inland,Cloudy
9,87,35,96,partly cloudy,995.88,5,Autumn,5.5,mountain,Rainy
24,63,18,73,overcast,994.19,2,Spring,2.5,coastal,Rainy
35,22,1.5,14,partly cloudy,1022.99,9,Winter,7,mountain,Sunny
19,73,3,49,partly cloudy,1000.64,2,Summer,5.5,mountain,Cloudy
4,66,5,50,overcast,987.06,1,Winter,3,inland,Snowy
-2,92,10.5,54,overcast,999.42,1,Winter,4.5,inland,Snowy
-4,79,16,69,overcast,989.65,0,Winter,4.5,mountain,Snowy
31,80,11.5,56,partly cloudy,1012.77,0,Summer,1.5,coastal,Rainy
12,76,4,47,overcast,1000.75,2,Winter,8.5,mountain,Cloudy
34,49,8.5,2,clear,1020.99,9,Winter,6,mountain,Sunny
53,85,14,99,overcast,1006.59,4,Spring,2,mountain,Rainy
29,29,8,18,partly cloudy,1011.37,9,Autumn,6,inland,Sunny
38,43,2.5,17,partly cloudy,1010.58,10,Spring,8,mountain,Snowy
46,106,1.5,95,partly cloudy,1028.62,5,Summer,6.5,coastal,Sunny
12,65,9,70,partly cloudy,1000.52,0,Summer,2.5,coastal,Rainy
14,97,12,82,overcast,995.74,2,Winter,4.5,inland,Rainy
25,53,1.5,11,clear,1010.12,10,Summer,5.5,coastal,Sunny
33,66,10.5,54,partly cloudy,924.05,12,Winter,11.5,mountain,Snowy
21,77,12.5,45,partly cloudy,1003.16,1,Winter,6.5,mountain,Cloudy
39,63,8,3,clear,1021.78,8,Summer,5.5,coastal,Sunny
10,72,15,55,partly cloudy,1007.07,1,Winter,1,inland,Rainy
21,94,25.5,98,overcast,1010.98,8,Winter,4,inland,Rainy
31,97,28.5,91,overcast,1009.12,9,Winter,2.5,coastal,Cloudy
21,53,10,36,overcast,1015.49,2,Autumn,8,coastal,Cloudy
32,71,14,35,overcast,1009.56,3,Summer,6,mountain,Cloudy
15,99,6,63,overcast,1019.88,0,Autumn,4.5,inland,Rainy
22,55,6.5,16,partly cloudy,1005.17,1,Spring,7.5,coastal,Cloudy
41,66,5.5,14,partly cloudy,1026.75,10,Autumn,9.5,inland,Sunny
26,60,9.5,40,partly cloudy,1012.76,4,Spring,6,mountain,Cloudy
17,55,2.5,21,partly cloudy,1002.21,3,Summer,8,mountain,Cloudy
22,31,8.5,1,clear,1015.9,8,Spring,5.5,coastal,Sunny
25,69,12.5,46,partly cloudy,1013.61,4,Autumn,6,mountain,Cloudy
25,63,3.5,24,partly cloudy,1009.41,3,Summer,8.5,mountain,Cloudy
30,60,13.5,94,partly cloudy,1017.83,2,Winter,1.5,mountain,Rainy
13,79,13.5,35,partly cloudy,1010.21,3,Summer,7,mountain,Cloudy
44,68,9.5,6,clear,1025.44,11,Spring,5.5,coastal,Sunny
44,57,4.5,16,clear,1022.48,6,Winter,10,mountain,Sunny
